48	 8	 008
49	 8	 008
47	 8	 008
50	 8	 008
46	 8	 008
51	 8	 008
45	 8	 008
52	 8	 008
44	 8	 008
53	 8	 008
43	 8	 008
54	 8	 008
42	 8	 008
55	 8	 008
41	 8	 008
56	 8	 008
40	 8	 008
57	 9	 009
39	 9	 009
58	 9	 009
38	 9	 009
59	 9	 009
37	 9	 009
60	 9	 009
36	 9	 009
61	 10	 010
35	 10	 010
62	 10	 010
34	 10	 010
63	 10	 010
33	 10	 010
64	 10	 010
32	 11	 011
65	 11	 011
31	 11	 011
66	 11	 011
30	 11	 011
29	 12	 012
67	 12	 012
68	 13	 013
28	 13	 013
69	 15	 015
27	 16	 016
48	 35	 027
47	 35	 027
49	 35	 027
46	 35	 027
50	 35	 027
45	 35	 027
51	 35	 027
44	 35	 027
52	 35	 027
43	 35	 027
53	 35	 027
42	 35	 027
54	 35	 027
41	 35	 027
55	 35	 027
56	 35	 027
40	 35	 027
57	 35	 026
39	 35	 026
58	 35	 026
38	 35	 026
59	 36	 027
37	 36	 027
60	 36	 027
36	 36	 027
61	 36	 026
35	 36	 026
62	 36	 026
34	 36	 026
63	 36	 026
33	 36	 026
64	 36	 026
32	 36	 025
65	 37	 026
31	 37	 026
66	 37	 026
30	 37	 026
67	 37	 025
29	 37	 025
68	 37	 024
28	 37	 024
75	 37	 037
21	 37	 037
69	 37	 022
70	 37	 037
27	 37	 021
26	 37	 037
71	 38	 038
25	 38	 038
72	 38	 038
24	 38	 038
73	 38	 038
23	 38	 038
74	 38	 038
22	 38	 038
48	 42	 007
47	 42	 007
49	 42	 007
50	 42	 007
46	 42	 007
51	 42	 007
45	 42	 007
52	 42	 007
44	 42	 007
53	 42	 007
43	 42	 007
54	 42	 007
42	 42	 007
55	 42	 007
41	 42	 007
56	 42	 007
40	 43	 008
57	 43	 008
39	 43	 008
58	 43	 008
38	 43	 008
59	 43	 007
37	 43	 007
60	 43	 007
36	 43	 007
61	 43	 007
35	 43	 007
62	 44	 008
34	 44	 008
63	 44	 008
33	 44	 008
64	 44	 008
32	 44	 008
65	 44	 007
31	 44	 007
66	 44	 007
30	 44	 007
67	 44	 007
29	 45	 008
47	 59	 017
48	 59	 017
49	 59	 017
46	 59	 017
50	 59	 017
45	 59	 017
51	 59	 017
44	 59	 017
52	 59	 017
43	 59	 017
53	 59	 017
54	 59	 017
42	 59	 017
55	 59	 017
41	 59	 017
56	 59	 017
40	 59	 016
57	 59	 016
39	 59	 016
68	 59	 022
28	 59	 022
75	 59	 022
58	 59	 016
38	 59	 016
69	 59	 022
27	 59	 022
37	 59	 016
59	 59	 016
70	 59	 022
26	 59	 022
60	 59	 016
36	 59	 016
71	 59	 021
25	 59	 021
61	 59	 016
35	 59	 016
72	 59	 021
24	 59	 021
62	 59	 015
34	 59	 015
21	 59	 022
73	 60	 022
23	 60	 022
30	 60	 016
31	 60	 016
65	 60	 016
66	 60	 016
29	 60	 015
32	 60	 016
33	 60	 016
63	 60	 016
64	 60	 016
67	 60	 016
74	 60	 022
22	 60	 022
48	 64	 005
49	 64	 005
47	 64	 005
46	 64	 005
50	 64	 005
45	 64	 005
51	 64	 005
44	 64	 005
52	 64	 005
53	 64	 005
43	 64	 005
54	 64	 005
42	 64	 005
68	 64	 005
28	 64	 005
41	 64	 005
55	 64	 005
75	 64	 005
56	 64	 005
40	 65	 005
57	 65	 006
39	 65	 006
69	 65	 006
27	 65	 006
58	 65	 006
38	 65	 006
70	 65	 006
26	 65	 006
59	 65	 006
37	 65	 006
71	 65	 006
25	 65	 006
60	 65	 006
36	 65	 006
72	 65	 006
24	 65	 006
61	 65	 006
35	 65	 006
73	 65	 005
23	 65	 005
62	 65	 006
34	 65	 006
63	 65	 005
33	 65	 005
74	 65	 005
22	 65	 005
32	 65	 005
64	 65	 005
29	 65	 005
30	 65	 005
67	 65	 005
66	 65	 005
21	 65	 006
31	 65	 005
65	 65	 005
48	 72	 008
47	 72	 008
49	 72	 008
46	 72	 008
50	 72	 008
51	 72	 008
75	 72	 008
45	 72	 008
52	 72	 008
44	 72	 008
53	 72	 008
43	 72	 008
54	 72	 008
42	 72	 008
68	 72	 008
28	 72	 008
55	 72	 008
41	 72	 008
56	 72	 008
40	 72	 007
57	 73	 007
39	 73	 008
69	 73	 008
27	 73	 008
38	 73	 008
58	 73	 008
70	 73	 008
59	 73	 008
26	 73	 008
37	 73	 008
60	 73	 008
36	 73	 008
61	 73	 008
35	 73	 008
71	 73	 008
25	 73	 008
34	 73	 008
62	 73	 008
72	 73	 008
24	 73	 008
63	 73	 008
33	 73	 008
64	 73	 008
32	 73	 008
30	 73	 008
31	 73	 008
65	 73	 008
66	 73	 008
67	 73	 008
29	 73	 008
73	 73	 008
23	 73	 008
74	 73	 008
22	 73	 008
47	 79	 007
48	 79	 007
49	 79	 007
46	 79	 007
50	 79	 007
75	 79	 007
45	 79	 007
51	 79	 007
52	 79	 007
44	 79	 007
53	 79	 007
43	 79	 007
54	 79	 007
42	 79	 007
41	 79	 007
55	 79	 007
68	 79	 007
28	 79	 007
56	 79	 007
40	 79	 007
39	 80	 007
57	 80	 007
21	 80	 015
58	 80	 007
69	 80	 007
27	 80	 007
38	 80	 007
37	 80	 007
59	 80	 007
70	 80	 007
26	 80	 007
60	 80	 007
36	 80	 007
25	 80	 007
71	 80	 007
35	 80	 007
61	 80	 007
72	 80	 007
24	 80	 007
62	 80	 007
34	 80	 007
73	 80	 007
23	 80	 007
63	 80	 007
33	 80	 007
74	 80	 007
22	 80	 007
29	 80	 007
67	 80	 007
30	 80	 007
66	 80	 007
31	 80	 007
64	 80	 007
65	 80	 007
32	 80	 007
48	 87	 008
47	 87	 008
49	 87	 008
46	 87	 008
50	 87	 008
45	 87	 008
51	 87	 008
44	 87	 008
52	 87	 008
53	 87	 008
43	 87	 008
54	 87	 008
42	 87	 008
75	 87	 008
55	 87	 008
41	 87	 008
68	 87	 008
28	 87	 008
56	 87	 008
40	 87	 008
57	 87	 007
39	 87	 007
38	 87	 007
58	 87	 007
37	 87	 007
59	 87	 007
60	 87	 007
36	 87	 007
69	 87	 007
35	 87	 007
61	 87	 007
27	 87	 007
34	 87	 007
62	 87	 007
63	 87	 007
33	 87	 007
70	 88	 007
26	 88	 008
32	 88	 008
64	 88	 008
30	 88	 008
31	 88	 008
65	 88	 008
66	 88	 008
67	 88	 008
25	 88	 008
29	 88	 008
71	 88	 008
24	 88	 008
72	 88	 008
73	 88	 008
23	 88	 008
22	 88	 008
74	 88	 008
48	 94	 007
47	 94	 007
49	 94	 007
46	 94	 007
50	 94	 007
51	 94	 007
45	 94	 007
52	 94	 007
44	 94	 007
43	 94	 007
53	 94	 007
42	 94	 007
54	 94	 007
55	 94	 007
41	 94	 007
40	 94	 007
56	 94	 007
68	 94	 007
28	 94	 007
39	 94	 007
57	 94	 007
21	 94	 014
58	 94	 007
38	 94	 007
59	 95	 007
37	 95	 008
36	 95	 008
60	 95	 008
69	 95	 008
27	 95	 008
61	 95	 008
35	 95	 008
70	 95	 007
26	 95	 007
25	 95	 007
34	 95	 008
62	 95	 008
71	 95	 007
72	 95	 007
24	 95	 007
29	 95	 007
67	 95	 007
23	 95	 007
30	 95	 007
63	 95	 008
66	 95	 007
73	 95	 007
33	 95	 008
31	 95	 007
65	 95	 007
32	 95	 007
64	 95	 007
74	 95	 007
22	 95	 007
75	 95	 008
48	 100	 006
47	 100	 006
49	 100	 006
50	 100	 006
46	 100	 006
51	 101	 007
45	 101	 007
52	 101	 007
44	 101	 007
43	 101	 007
53	 101	 007
54	 101	 007
42	 101	 007
55	 101	 007
41	 101	 007
40	 101	 007
56	 101	 007
57	 101	 007
39	 101	 007
58	 101	 007
68	 101	 007
38	 101	 007
28	 101	 007
37	 101	 006
59	 101	 006
60	 101	 006
36	 101	 006
61	 101	 006
35	 101	 006
62	 101	 006
34	 101	 006
69	 101	 006
27	 101	 006
70	 101	 006
26	 101	 006
63	 101	 006
33	 101	 006
25	 101	 006
71	 101	 006
24	 101	 006
72	 101	 006
32	 101	 006
64	 101	 006
31	 101	 006
65	 101	 006
73	 101	 006
23	 101	 006
30	 101	 006
66	 101	 006
74	 101	 006
22	 101	 006
29	 101	 006
67	 101	 006
75	 102	 007
21	 103	 009
48	 108	 008
49	 108	 008
47	 108	 008
46	 108	 008
50	 108	 008
51	 108	 007
45	 108	 007
52	 108	 007
44	 108	 007
53	 108	 007
43	 108	 007
54	 108	 007
42	 108	 007
55	 108	 007
41	 108	 007
40	 108	 007
56	 108	 007
57	 109	 008
39	 109	 008
68	 109	 008
28	 109	 008
58	 109	 008
38	 109	 008
37	 109	 008
59	 109	 008
69	 109	 008
27	 109	 008
36	 109	 008
60	 109	 008
26	 109	 008
70	 109	 008
35	 109	 008
61	 109	 008
34	 109	 008
62	 109	 008
25	 109	 008
30	 109	 008
31	 109	 008
63	 109	 008
66	 109	 008
71	 109	 008
33	 109	 008
65	 109	 008
32	 109	 008
64	 109	 008
29	 109	 008
67	 109	 008
72	 109	 008
24	 109	 008
73	 109	 008
23	 109	 008
74	 109	 008
22	 109	 008
48	 115	 007
49	 116	 007
47	 116	 008
46	 116	 008
50	 116	 008
51	 116	 008
45	 116	 008
52	 116	 008
44	 116	 008
53	 116	 008
43	 116	 008
54	 116	 008
42	 116	 008
55	 116	 008
41	 116	 008
56	 116	 008
40	 116	 008
39	 116	 007
57	 116	 007
58	 116	 007
38	 116	 007
37	 116	 007
59	 116	 007
60	 116	 007
36	 116	 007
35	 116	 007
61	 116	 007
68	 116	 007
34	 116	 007
62	 116	 007
28	 116	 007
63	 116	 007
33	 116	 007
64	 116	 007
32	 116	 007
65	 116	 007
69	 116	 007
25	 116	 007
26	 116	 007
27	 116	 007
31	 116	 007
70	 116	 007
71	 116	 007
72	 116	 007
24	 116	 007
23	 116	 007
73	 116	 007
22	 116	 007
74	 116	 007
66	 116	 007
30	 116	 007
67	 116	 007
29	 116	 007
75	 116	 014
21	 118	 015
48	 122	 007
47	 122	 006
49	 122	 006
46	 122	 006
50	 122	 006
51	 122	 006
45	 123	 006
52	 123	 007
44	 123	 007
53	 123	 007
43	 123	 007
54	 123	 007
42	 123	 007
55	 123	 007
41	 123	 007
56	 123	 007
40	 123	 007
57	 123	 007
39	 123	 007
68	 123	 007
28	 123	 007
58	 123	 007
38	 123	 007
34	 123	 007
35	 123	 007
36	 123	 007
37	 123	 007
59	 123	 007
60	 123	 007
61	 123	 007
62	 123	 007
33	 123	 007
63	 123	 007
32	 123	 007
64	 123	 007
27	 123	 007
31	 123	 007
65	 123	 007
69	 123	 007
66	 123	 007
30	 123	 007
70	 123	 007
26	 123	 007
29	 123	 007
67	 123	 007
71	 123	 007
25	 123	 007
22	 123	 007
74	 123	 007
23	 123	 007
73	 123	 007
24	 123	 007
72	 123	 007
48	 130	 008
47	 130	 008
49	 130	 008
50	 130	 008
46	 130	 008
45	 130	 007
51	 130	 008
52	 130	 007
44	 130	 007
53	 130	 007
43	 130	 007
54	 131	 008
42	 131	 008
55	 131	 008
41	 131	 008
56	 131	 008
40	 131	 008
57	 131	 008
39	 131	 008
58	 131	 008
38	 131	 008
36	 131	 008
37	 131	 008
59	 131	 008
60	 131	 008
35	 131	 008
61	 131	 008
62	 131	 008
34	 131	 008
63	 131	 008
33	 131	 008
68	 131	 008
28	 131	 008
64	 131	 008
32	 131	 008
27	 131	 008
69	 131	 008
26	 131	 008
70	 131	 008
25	 131	 008
65	 131	 008
71	 131	 008
22	 131	 008
23	 131	 008
24	 131	 008
31	 131	 008
72	 131	 008
73	 131	 008
74	 131	 008
75	 131	 015
30	 131	 008
66	 131	 008
29	 131	 008
67	 131	 008
48	 137	 007
49	 137	 007
47	 137	 007
50	 137	 007
46	 137	 007
51	 137	 007
45	 137	 007
52	 137	 007
44	 137	 007
53	 137	 007
43	 137	 007
54	 137	 006
42	 137	 006
55	 137	 006
41	 137	 006
40	 137	 006
56	 137	 006
33	 137	 006
34	 137	 006
35	 137	 006
39	 137	 006
57	 137	 006
61	 137	 006
62	 137	 006
63	 137	 006
32	 137	 006
36	 137	 006
37	 137	 006
38	 137	 006
58	 137	 006
59	 137	 006
60	 137	 006
64	 137	 006
31	 137	 006
65	 137	 006
68	 137	 006
28	 137	 006
30	 137	 006
66	 137	 006
67	 137	 006
29	 137	 006
22	 137	 006
23	 137	 006
74	 137	 006
73	 137	 006
24	 137	 006
27	 137	 006
69	 137	 006
72	 137	 006
25	 137	 006
71	 137	 006
26	 137	 006
70	 137	 006
21	 138	 020
75	 139	 008
48	 144	 007
49	 144	 007
47	 144	 007
50	 144	 007
46	 144	 007
51	 144	 007
45	 144	 007
52	 144	 007
44	 144	 007
53	 144	 007
43	 144	 007
54	 144	 007
42	 144	 007
55	 144	 007
41	 144	 007
40	 144	 007
56	 144	 007
39	 144	 007
57	 144	 007
38	 144	 007
58	 144	 007
59	 144	 007
37	 144	 007
68	 144	 007
36	 144	 007
60	 144	 007
28	 144	 007
61	 145	 007
35	 145	 008
27	 145	 008
69	 145	 008
26	 145	 008
29	 145	 008
30	 145	 008
66	 145	 008
67	 145	 008
70	 145	 008
25	 145	 008
31	 145	 008
65	 145	 008
71	 145	 008
24	 145	 008
32	 145	 008
64	 145	 008
72	 145	 008
34	 145	 008
62	 145	 008
33	 145	 008
73	 145	 008
23	 145	 008
63	 145	 008
22	 145	 008
74	 145	 008
48	 151	 007
49	 151	 007
47	 151	 007
50	 151	 007
46	 151	 007
51	 151	 007
45	 151	 007
52	 151	 007
44	 151	 007
53	 151	 007
43	 151	 007
42	 151	 007
54	 151	 007
41	 151	 007
55	 151	 007
40	 151	 007
56	 151	 007
39	 151	 007
57	 151	 007
58	 151	 007
37	 151	 007
38	 151	 007
59	 151	 007
36	 151	 007
60	 151	 007
35	 151	 006
61	 151	 006
62	 151	 006
34	 151	 006
32	 151	 006
33	 151	 006
63	 151	 006
64	 151	 006
31	 151	 006
65	 151	 006
24	 152	 007
68	 152	 008
72	 152	 007
23	 152	 007
25	 152	 007
28	 152	 008
30	 152	 007
66	 152	 007
